lot_id,date,wafer_slot,step,meas_tool,site_id,field_x,field_y,site_in_field,wafer_x_mm,wafer_y_mm,r_norm,pattern_density,cd_nm
L0218,2026-04-08,3,ADI,CDSEM-A,S25,5,0,0,130.0,0.0,0.8667,0.527,131.144
L0218,2026-04-08,3,ADI,CDSEM-A,S26,5,0,1,120.9,-11.55,0.8097,0.553,131.752
L0218,2026-04-08,3,ADI,CDSEM-A,S27,5,0,3,120.9,11.55,0.8097,0.42,130.933
L0218,2026-04-08,3,ADI,CDSEM-A,S28,-5,0,0,-130.0,0.0,0.8667,0.473,132.634
L0218,2026-04-08,3,ADI,CDSEM-A,S29,-5,0,2,-120.9,-11.55,0.8097,0.527,129.828
L0218,2026-04-08,3,ADI,CDSEM-A,S30,-5,0,4,-120.9,11.55,0.8097,0.58,128.663
L0218,2026-04-08,3,ADI,CDSEM-A,S31,2,-3,0,52.0,-99.0,0.7455,0.42,131.426
L0218,2026-04-08,3,ADI,CDSEM-A,S32,2,-3,1,42.9,-110.55,0.7905,0.447,127.954
L0218,2026-04-08,3,ADI,CDSEM-A,S33,2,-3,2,61.1,-110.55,0.8421,0.473,127.364
L0218,2026-04-08,3,ADI,CDSEM-A,S34,2,-3,3,42.9,-87.45,0.6494,0.5,132.433
L0218,2026-04-08,3,ADI,CDSEM-A,S35,2,-3,4,61.1,-87.45,0.7112,0.527,131.199
L0218,2026-04-08,3,ADI,CDSEM-A,S36,-2,-3,0,-52.0,-99.0,0.7455,0.553,130.943
L0218,2026-04-08,3,ADI,CDSEM-A,S37,-2,-3,1,-61.1,-110.55,0.8421,0.58,131.43
L0218,2026-04-08,3,ADI,CDSEM-A,S38,-2,-3,2,-42.9,-110.55,0.7905,0.42,128.421
L0218,2026-04-08,3,ADI,CDSEM-A,S39,-2,-3,3,-61.1,-87.45,0.7112,0.447,129.823
L0218,2026-04-08,3,ADI,CDSEM-A,S40,-2,-3,4,-42.9,-87.45,0.6494,0.473,129.365
L0218,2026-04-08,13,ADI,CDSEM-A,S00,0,0,0,0.0,0.0,0.0,0.42,131.679
L0218,2026-04-08,13,ADI,CDSEM-A,S01,0,0,1,-9.1,-11.55,0.098,0.447,131.005
L0218,2026-04-08,13,ADI,CDSEM-A,S02,0,0,2,9.1,-11.55,0.098,0.473,128.41
L0218,2026-04-08,13,ADI,CDSEM-A,S03,0,0,3,-9.1,11.55,0.098,0.5,129.321
L0218,2026-04-08,13,ADI,CDSEM-A,S04,0,0,4,9.1,11.55,0.098,0.527,128.624
L0218,2026-04-08,13,ADI,CDSEM-A,S05,2,0,0,52.0,0.0,0.3467,0.553,131.51
L0218,2026-04-08,13,ADI,CDSEM-A,S06,2,0,1,42.9,-11.55,0.2962,0.58,130.809
L0218,2026-04-08,13,ADI,CDSEM-A,S07,2,0,2,61.1,-11.55,0.4145,0.42,130.094
L0218,2026-04-08,13,ADI,CDSEM-A,S08,2,0,3,42.9,11.55,0.2962,0.447,130.249
L0218,2026-04-08,13,ADI,CDSEM-A,S09,2,0,4,61.1,11.55,0.4145,0.473,130.281
L0218,2026-04-08,13,ADI,CDSEM-A,S10,-2,0,0,-52.0,0.0,0.3467,0.5,130.78
L0218,2026-04-08,13,ADI,CDSEM-A,S11,-2,0,1,-61.1,-11.55,0.4145,0.527,128.925
L0218,2026-04-08,13,ADI,CDSEM-A,S12,-2,0,2,-42.9,-11.55,0.2962,0.553,129.296
L0218,2026-04-08,13,ADI,CDSEM-A,S13,-2,0,3,-61.1,11.55,0.4145,0.58,130.467
L0218,2026-04-08,13,ADI,CDSEM-A,S14,-2,0,4,-42.9,11.55,0.2962,0.42,130.422
L0218,2026-04-08,13,ADI,CDSEM-A,S15,0,2,0,0.0,66.0,0.44,0.447,131.608
L0218,2026-04-08,13,ADI,CDSEM-A,S16,0,2,1,-9.1,54.45,0.368,0.473,130.999
L0218,2026-04-08,13,ADI,CDSEM-A,S17,0,2,2,9.1,54.45,0.368,0.5,127.858
L0218,2026-04-08,13,ADI,CDSEM-A,S18,0,2,3,-9.1,77.55,0.5205,0.527,131.288
L0218,2026-04-08,13,ADI,CDSEM-A,S19,0,2,4,9.1,77.55,0.5205,0.553,130.132
L0218,2026-04-08,13,ADI,CDSEM-A,S20,0,-2,0,0.0,-66.0,0.44,0.58,129.946
L0218,2026-04-08,13,ADI,CDSEM-A,S21,0,-2,1,-9.1,-77.55,0.5205,0.42,131.622
L0218,2026-04-08,13,ADI,CDSEM-A,S22,0,-2,2,9.1,-77.55,0.5205,0.447,128.188
L0218,2026-04-08,13,ADI,CDSEM-A,S23,0,-2,3,-9.1,-54.45,0.368,0.473,129.929
L0218,2026-04-08,13,ADI,CDSEM-A,S24,0,-2,4,9.1,-54.45,0.368,0.5,130.365
L0218,2026-04-08,13,ADI,CDSEM-A,S25,5,0,0,130.0,0.0,0.8667,0.527,132.104
L0218,2026-04-08,13,ADI,CDSEM-A,S26,5,0,1,120.9,-11.55,0.8097,0.553,130.252
L0218,2026-04-08,13,ADI,CDSEM-A,S27,5,0,3,120.9,11.55,0.8097,0.42,131.61
L0218,2026-04-08,13,ADI,CDSEM-A,S28,-5,0,0,-130.0,0.0,0.8667,0.473,132.949
L0218,2026-04-08,13,ADI,CDSEM-A,S29,-5,0,2,-120.9,-11.55,0.8097,0.527,128.855
L0218,2026-04-08,13,ADI,CDSEM-A,S30,-5,0,4,-120.9,11.55,0.8097,0.58,130.216
L0218,2026-04-08,13,ADI,CDSEM-A,S31,2,-3,0,52.0,-99.0,0.7455,0.42,130.911
L0218,2026-04-08,13,ADI,CDSEM-A,S32,2,-3,1,42.9,-110.55,0.7905,0.447,132.698
L0218,2026-04-08,13,ADI,CDSEM-A,S33,2,-3,2,61.1,-110.55,0.8421,0.473,129.428
L0218,2026-04-08,13,ADI,CDSEM-A,S34,2,-3,3,42.9,-87.45,0.6494,0.5,128.723
L0218,2026-04-08,13,ADI,CDSEM-A,S35,2,-3,4,61.1,-87.45,0.7112,0.527,129.016
L0218,2026-04-08,13,ADI,CDSEM-A,S36,-2,-3,0,-52.0,-99.0,0.7455,0.553,130.447
L0218,2026-04-08,13,ADI,CDSEM-A,S37,-2,-3,1,-61.1,-110.55,0.8421,0.58,131.187
L0218,2026-04-08,13,ADI,CDSEM-A,S38,-2,-3,2,-42.9,-110.55,0.7905,0.42,127.926
L0218,2026-04-08,13,ADI,CDSEM-A,S39,-2,-3,3,-61.1,-87.45,0.7112,0.447,130.4
L0218,2026-04-08,13,ADI,CDSEM-A,S40,-2,-3,4,-42.9,-87.45,0.6494,0.473,129.188
L0218,2026-04-08,23,ADI,CDSEM-A,S00,0,0,0,0.0,0.0,0.0,0.42,133.241
L0218,2026-04-08,23,ADI,CDSEM-A,S01,0,0,1,-9.1,-11.55,0.098,0.447,129.925
L0218,2026-04-08,23,ADI,CDSEM-A,S02,0,0,2,9.1,-11.55,0.098,0.473,127.703
L0218,2026-04-08,23,ADI,CDSEM-A,S03,0,0,3,-9.1,11.55,0.098,0.5,131.968
L0218,2026-04-08,23,ADI,CDSEM-A,S04,0,0,4,9.1,11.55,0.098,0.527,130.236
L0218,2026-04-08,23,ADI,CDSEM-A,S05,2,0,0,52.0,0.0,0.3467,0.553,131.326
L0218,2026-04-08,23,ADI,CDSEM-A,S06,2,0,1,42.9,-11.55,0.2962,0.58,130.032
L0218,2026-04-08,23,ADI,CDSEM-A,S07,2,0,2,61.1,-11.55,0.4145,0.42,128.817
L0218,2026-04-08,23,ADI,CDSEM-A,S08,2,0,3,42.9,11.55,0.2962,0.447,132.388
L0218,2026-04-08,23,ADI,CDSEM-A,S09,2,0,4,61.1,11.55,0.4145,0.473,130.663
L0218,2026-04-08,23,ADI,CDSEM-A,S10,-2,0,0,-52.0,0.0,0.3467,0.5,129.788
L0218,2026-04-08,23,ADI,CDSEM-A,S11,-2,0,1,-61.1,-11.55,0.4145,0.527,130.693
L0218,2026-04-08,23,ADI,CDSEM-A,S12,-2,0,2,-42.9,-11.55,0.2962,0.553,128.316
L0218,2026-04-08,23,ADI,CDSEM-A,S13,-2,0,3,-61.1,11.55,0.4145,0.58,130.861
L0218,2026-04-08,23,ADI,CDSEM-A,S14,-2,0,4,-42.9,11.55,0.2962,0.42,129.71
L0218,2026-04-08,23,ADI,CDSEM-A,S15,0,2,0,0.0,66.0,0.44,0.447,130.681
L0218,2026-04-08,23,ADI,CDSEM-A,S16,0,2,1,-9.1,54.45,0.368,0.473,131.632
L0218,2026-04-08,23,ADI,CDSEM-A,S17,0,2,2,9.1,54.45,0.368,0.5,127.043
L0218,2026-04-08,23,ADI,CDSEM-A,S18,0,2,3,-9.1,77.55,0.5205,0.527,130.624
L0218,2026-04-08,23,ADI,CDSEM-A,S19,0,2,4,9.1,77.55,0.5205,0.553,131.21
L0218,2026-04-08,23,ADI,CDSEM-A,S20,0,-2,0,0.0,-66.0,0.44,0.58,131.639
L0218,2026-04-08,23,ADI,CDSEM-A,S21,0,-2,1,-9.1,-77.55,0.5205,0.42,129.963
L0218,2026-04-08,23,ADI,CDSEM-A,S22,0,-2,2,9.1,-77.55,0.5205,0.447,129.455
L0218,2026-04-08,23,ADI,CDSEM-A,S23,0,-2,3,-9.1,-54.45,0.368,0.473,130.98
L0218,2026-04-08,23,ADI,CDSEM-A,S24,0,-2,4,9.1,-54.45,0.368,0.5,129.778
L0218,2026-04-08,23,ADI,CDSEM-A,S25,5,0,0,130.0,0.0,0.8667,0.527,131.6
L0218,2026-04-08,23,ADI,CDSEM-A,S26,5,0,1,120.9,-11.55,0.8097,0.553,130.46
L0218,2026-04-08,23,ADI,CDSEM-A,S27,5,0,3,120.9,11.55,0.8097,0.42,132.692
L0218,2026-04-08,23,ADI,CDSEM-A,S28,-5,0,0,-130.0,0.0,0.8667,0.473,131.169
L0218,2026-04-08,23,ADI,CDSEM-A,S29,-5,0,2,-120.9,-11.55,0.8097,0.527,130.707
L0218,2026-04-08,23,ADI,CDSEM-A,S30,-5,0,4,-120.9,11.55,0.8097,0.58,129.781
L0218,2026-04-08,23,ADI,CDSEM-A,S31,2,-3,0,52.0,-99.0,0.7455,0.42,130.504
L0218,2026-04-08,23,ADI,CDSEM-A,S32,2,-3,1,42.9,-110.55,0.7905,0.447,130.397
L0218,2026-04-08,23,ADI,CDSEM-A,S33,2,-3,2,61.1,-110.55,0.8421,0.473,129.489
L0218,2026-04-08,23,ADI,CDSEM-A,S34,2,-3,3,42.9,-87.45,0.6494,0.5,131.981
L0218,2026-04-08,23,ADI,CDSEM-A,S35,2,-3,4,61.1,-87.45,0.7112,0.527,131.271
L0218,2026-04-08,23,ADI,CDSEM-A,S36,-2,-3,0,-52.0,-99.0,0.7455,0.553,132.422
L0218,2026-04-08,23,ADI,CDSEM-A,S37,-2,-3,1,-61.1,-110.55,0.8421,0.58,130.425
L0218,2026-04-08,23,ADI,CDSEM-A,S38,-2,-3,2,-42.9,-110.55,0.7905,0.42,130.065
L0218,2026-04-08,23,ADI,CDSEM-A,S39,-2,-3,3,-61.1,-87.45,0.7112,0.447,130.769
L0218,2026-04-08,23,ADI,CDSEM-A,S40,-2,-3,4,-42.9,-87.45,0.6494,0.473,129.386
L0219,2026-04-08,3,ADI,CDSEM-B,S00,0,0,0,0.0,0.0,0.0,0.42,130.827
L0219,2026-04-08,3,ADI,CDSEM-B,S01,0,0,1,-9.1,-11.55,0.098,0.447,129.752
L0219,2026-04-08,3,ADI,CDSEM-B,S02,0,0,2,9.1,-11.55,0.098,0.473,127.172
L0219,2026-04-08,3,ADI,CDSEM-B,S03,0,0,3,-9.1,11.55,0.098,0.5,129.94
L0219,2026-04-08,3,ADI,CDSEM-B,S04,0,0,4,9.1,11.55,0.098,0.527,129.388
L0219,2026-04-08,3,ADI,CDSEM-B,S05,2,0,0,52.0,0.0,0.3467,0.553,128.848
L0219,2026-04-08,3,ADI,CDSEM-B,S06,2,0,1,42.9,-11.55,0.2962,0.58,131.417
L0219,2026-04-08,3,ADI,CDSEM-B,S07,2,0,2,61.1,-11.55,0.4145,0.42,127.811
L0219,2026-04-08,3,ADI,CDSEM-B,S08,2,0,3,42.9,11.55,0.2962,0.447,130.512
L0219,2026-04-08,3,ADI,CDSEM-B,S09,2,0,4,61.1,11.55,0.4145,0.473,129.112
L0219,2026-04-08,3,ADI,CDSEM-B,S10,-2,0,0,-52.0,0.0,0.3467,0.5,128.678
L0219,2026-04-08,3,ADI,CDSEM-B,S11,-2,0,1,-61.1,-11.55,0.4145,0.527,131.696
L0219,2026-04-08,3,ADI,CDSEM-B,S12,-2,0,2,-42.9,-11.55,0.2962,0.553,126.261
L0219,2026-04-08,3,ADI,CDSEM-B,S13,-2,0,3,-61.1,11.55,0.4145,0.58,130.748
L0219,2026-04-08,3,ADI,CDSEM-B,S14,-2,0,4,-42.9,11.55,0.2962,0.42,128.247
L0219,2026-04-08,3,ADI,CDSEM-B,S15,0,2,0,0.0,66.0,0.44,0.447,131.092
L0219,2026-04-08,3,ADI,CDSEM-B,S16,0,2,1,-9.1,54.45,0.368,0.473,129.99
L0219,2026-04-08,3,ADI,CDSEM-B,S17,0,2,2,9.1,54.45,0.368,0.5,128.671
L0219,2026-04-08,3,ADI,CDSEM-B,S18,0,2,3,-9.1,77.55,0.5205,0.527,131.545
L0219,2026-04-08,3,ADI,CDSEM-B,S19,0,2,4,9.1,77.55,0.5205,0.553,129.752
L0219,2026-04-08,3,ADI,CDSEM-B,S20,0,-2,0,0.0,-66.0,0.44,0.58,132.344
L0219,2026-04-08,3,ADI,CDSEM-B,S21,0,-2,1,-9.1,-77.55,0.5205,0.42,129.406
L0219,2026-04-08,3,ADI,CDSEM-B,S22,0,-2,2,9.1,-77.55,0.5205,0.447,128.166
L0219,2026-04-08,3,ADI,CDSEM-B,S23,0,-2,3,-9.1,-54.45,0.368,0.473,129.93
L0219,2026-04-08,3,ADI,CDSEM-B,S24,0,-2,4,9.1,-54.45,0.368,0.5,128.869
L0219,2026-04-08,3,ADI,CDSEM-B,S25,5,0,0,130.0,0.0,0.8667,0.527,130.011
L0219,2026-04-08,3,ADI,CDSEM-B,S26,5,0,1,120.9,-11.55,0.8097,0.553,130.31
L0219,2026-04-08,3,ADI,CDSEM-B,S27,5,0,3,120.9,11.55,0.8097,0.42,131.03
L0219,2026-04-08,3,ADI,CDSEM-B,S28,-5,0,0,-130.0,0.0,0.8667,0.473,129.735
L0219,2026-04-08,3,ADI,CDSEM-B,S29,-5,0,2,-120.9,-11.55,0.8097,0.527,127.534
L0219,2026-04-08,3,ADI,CDSEM-B,S30,-5,0,4,-120.9,11.55,0.8097,0.58,131.812
L0219,2026-04-08,3,ADI,CDSEM-B,S31,2,-3,0,52.0,-99.0,0.7455,0.42,131.073
L0219,2026-04-08,3,ADI,CDSEM-B,S32,2,-3,1,42.9,-110.55,0.7905,0.447,130.781
L0219,2026-04-08,3,ADI,CDSEM-B,S33,2,-3,2,61.1,-110.55,0.8421,0.473,129.422
L0219,2026-04-08,3,ADI,CDSEM-B,S34,2,-3,3,42.9,-87.45,0.6494,0.5,130.709
L0219,2026-04-08,3,ADI,CDSEM-B,S35,2,-3,4,61.1,-87.45,0.7112,0.527,129.433
L0219,2026-04-08,3,ADI,CDSEM-B,S36,-2,-3,0,-52.0,-99.0,0.7455,0.553,129.829
L0219,2026-04-08,3,ADI,CDSEM-B,S37,-2,-3,1,-61.1,-110.55,0.8421,0.58,129.985
L0219,2026-04-08,3,ADI,CDSEM-B,S38,-2,-3,2,-42.9,-110.55,0.7905,0.42,129.798
L0219,2026-04-08,3,ADI,CDSEM-B,S39,-2,-3,3,-61.1,-87.45,0.7112,0.447,129.09
L0219,2026-04-08,3,ADI,CDSEM-B,S40,-2,-3,4,-42.9,-87.45,0.6494,0.473,128.396
L0219,2026-04-08,13,ADI,CDSEM-B,S00,0,0,0,0.0,0.0,0.0,0.42,130.473
L0219,2026-04-08,13,ADI,CDSEM-B,S01,0,0,1,-9.1,-11.55,0.098,0.447,129.063
L0219,2026-04-08,13,ADI,CDSEM-B,S02,0,0,2,9.1,-11.55,0.098,0.473,129.178
L0219,2026-04-08,13,ADI,CDSEM-B,S03,0,0,3,-9.1,11.55,0.098,0.5,130.007
L0219,2026-04-08,13,ADI,CDSEM-B,S04,0,0,4,9.1,11.55,0.098,0.527,129.056
L0219,2026-04-08,13,ADI,CDSEM-B,S05,2,0,0,52.0,0.0,0.3467,0.553,128.849
L0219,2026-04-08,13,ADI,CDSEM-B,S06,2,0,1,42.9,-11.55,0.2962,0.58,130.247
L0219,2026-04-08,13,ADI,CDSEM-B,S07,2,0,2,61.1,-11.55,0.4145,0.42,129.619
L0219,2026-04-08,13,ADI,CDSEM-B,S08,2,0,3,42.9,11.55,0.2962,0.447,129.745
L0219,2026-04-08,13,ADI,CDSEM-B,S09,2,0,4,61.1,11.55,0.4145,0.473,129.721
L0219,2026-04-08,13,ADI,CDSEM-B,S10,-2,0,0,-52.0,0.0,0.3467,0.5,129.83
L0219,2026-04-08,13,ADI,CDSEM-B,S11,-2,0,1,-61.1,-11.55,0.4145,0.527,129.324
L0219,2026-04-08,13,ADI,CDSEM-B,S12,-2,0,2,-42.9,-11.55,0.2962,0.553,127.87
L0219,2026-04-08,13,ADI,CDSEM-B,S13,-2,0,3,-61.1,11.55,0.4145,0.58,131.376
L0219,2026-04-08,13,ADI,CDSEM-B,S14,-2,0,4,-42.9,11.55,0.2962,0.42,129.454
L0219,2026-04-08,13,ADI,CDSEM-B,S15,0,2,0,0.0,66.0,0.44,0.447,130.489
L0219,2026-04-08,13,ADI,CDSEM-B,S16,0,2,1,-9.1,54.45,0.368,0.473,132.113
L0219,2026-04-08,13,ADI,CDSEM-B,S17,0,2,2,9.1,54.45,0.368,0.5,127.325
L0219,2026-04-08,13,ADI,CDSEM-B,S18,0,2,3,-9.1,77.55,0.5205,0.527,129.883
L0219,2026-04-08,13,ADI,CDSEM-B,S19,0,2,4,9.1,77.55,0.5205,0.553,130.281
L0219,2026-04-08,13,ADI,CDSEM-B,S20,0,-2,0,0.0,-66.0,0.44,0.58,129.357
L0219,2026-04-08,13,ADI,CDSEM-B,S21,0,-2,1,-9.1,-77.55,0.5205,0.42,130.947
L0219,2026-04-08,13,ADI,CDSEM-B,S22,0,-2,2,9.1,-77.55,0.5205,0.447,129.798
L0219,2026-04-08,13,ADI,CDSEM-B,S23,0,-2,3,-9.1,-54.45,0.368,0.473,129.739
L0219,2026-04-08,13,ADI,CDSEM-B,S24,0,-2,4,9.1,-54.45,0.368,0.5,128.877
L0219,2026-04-08,13,ADI,CDSEM-B,S25,5,0,0,130.0,0.0,0.8667,0.527,130.416
L0219,2026-04-08,13,ADI,CDSEM-B,S26,5,0,1,120.9,-11.55,0.8097,0.553,131.916
L0219,2026-04-08,13,ADI,CDSEM-B,S27,5,0,3,120.9,11.55,0.8097,0.42,129.495
L0219,2026-04-08,13,ADI,CDSEM-B,S28,-5,0,0,-130.0,0.0,0.8667,0.473,130.869
L0219,2026-04-08,13,ADI,CDSEM-B,S29,-5,0,2,-120.9,-11.55,0.8097,0.527,128.192
L0219,2026-04-08,13,ADI,CDSEM-B,S30,-5,0,4,-120.9,11.55,0.8097,0.58,130.346
L0219,2026-04-08,13,ADI,CDSEM-B,S31,2,-3,0,52.0,-99.0,0.7455,0.42,130.153
L0219,2026-04-08,13,ADI,CDSEM-B,S32,2,-3,1,42.9,-110.55,0.7905,0.447,130.713
L0219,2026-04-08,13,ADI,CDSEM-B,S33,2,-3,2,61.1,-110.55,0.8421,0.473,128.5
L0219,2026-04-08,13,ADI,CDSEM-B,S34,2,-3,3,42.9,-87.45,0.6494,0.5,130.925
L0219,2026-04-08,13,ADI,CDSEM-B,S35,2,-3,4,61.1,-87.45,0.7112,0.527,130.105
L0219,2026-04-08,13,ADI,CDSEM-B,S36,-2,-3,0,-52.0,-99.0,0.7455,0.553,129.458
L0219,2026-04-08,13,ADI,CDSEM-B,S37,-2,-3,1,-61.1,-110.55,0.8421,0.58,129.51
L0219,2026-04-08,13,ADI,CDSEM-B,S38,-2,-3,2,-42.9,-110.55,0.7905,0.42,129.272
L0219,2026-04-08,13,ADI,CDSEM-B,S39,-2,-3,3,-61.1,-87.45,0.7112,0.447,131.469
L0219,2026-04-08,13,ADI,CDSEM-B,S40,-2,-3,4,-42.9,-87.45,0.6494,0.473,129.965
L0219,2026-04-08,23,ADI,CDSEM-B,S00,0,0,0,0.0,0.0,0.0,0.42,131.653
L0219,2026-04-08,23,ADI,CDSEM-B,S01,0,0,1,-9.1,-11.55,0.098,0.447,129.621
L0219,2026-04-08,23,ADI,CDSEM-B,S02,0,0,2,9.1,-11.55,0.098,0.473,127.585
L0219,2026-04-08,23,ADI,CDSEM-B,S03,0,0,3,-9.1,11.55,0.098,0.5,130.666
L0219,2026-04-08,23,ADI,CDSEM-B,S04,0,0,4,9.1,11.55,0.098,0.527,127.319
L0219,2026-04-08,23,ADI,CDSEM-B,S05,2,0,0,52.0,0.0,0.3467,0.553,128.382
L0219,2026-04-08,23,ADI,CDSEM-B,S06,2,0,1,42.9,-11.55,0.2962,0.58,129.942
L0219,2026-04-08,23,ADI,CDSEM-B,S07,2,0,2,61.1,-11.55,0.4145,0.42,129.053
L0219,2026-04-08,23,ADI,CDSEM-B,S08,2,0,3,42.9,11.55,0.2962,0.447,131.612
L0219,2026-04-08,23,ADI,CDSEM-B,S09,2,0,4,61.1,11.55,0.4145,0.473,129.608
L0219,2026-04-08,23,ADI,CDSEM-B,S10,-2,0,0,-52.0,0.0,0.3467,0.5,128.931
L0219,2026-04-08,23,ADI,CDSEM-B,S11,-2,0,1,-61.1,-11.55,0.4145,0.527,130.361
L0219,2026-04-08,23,ADI,CDSEM-B,S12,-2,0,2,-42.9,-11.55,0.2962,0.553,127.633
L0219,2026-04-08,23,ADI,CDSEM-B,S13,-2,0,3,-61.1,11.55,0.4145,0.58,130.075
L0219,2026-04-08,23,ADI,CDSEM-B,S14,-2,0,4,-42.9,11.55,0.2962,0.42,128.883
L0219,2026-04-08,23,ADI,CDSEM-B,S15,0,2,0,0.0,66.0,0.44,0.447,130.361
L0219,2026-04-08,23,ADI,CDSEM-B,S16,0,2,1,-9.1,54.45,0.368,0.473,129.773
L0219,2026-04-08,23,ADI,CDSEM-B,S17,0,2,2,9.1,54.45,0.368,0.5,129.158
L0219,2026-04-08,23,ADI,CDSEM-B,S18,0,2,3,-9.1,77.55,0.5205,0.527,130.716
L0219,2026-04-08,23,ADI,CDSEM-B,S19,0,2,4,9.1,77.55,0.5205,0.553,129.131
L0219,2026-04-08,23,ADI,CDSEM-B,S20,0,-2,0,0.0,-66.0,0.44,0.58,129.555
L0219,2026-04-08,23,ADI,CDSEM-B,S21,0,-2,1,-9.1,-77.55,0.5205,0.42,130.932
L0219,2026-04-08,23,ADI,CDSEM-B,S22,0,-2,2,9.1,-77.55,0.5205,0.447,127.017
L0219,2026-04-08,23,ADI,CDSEM-B,S23,0,-2,3,-9.1,-54.45,0.368,0.473,130.438
L0219,2026-04-08,23,ADI,CDSEM-B,S24,0,-2,4,9.1,-54.45,0.368,0.5,129.749
L0219,2026-04-08,23,ADI,CDSEM-B,S25,5,0,0,130.0,0.0,0.8667,0.527,128.908
L0219,2026-04-08,23,ADI,CDSEM-B,S26,5,0,1,120.9,-11.55,0.8097,0.553,130.516
L0219,2026-04-08,23,ADI,CDSEM-B,S27,5,0,3,120.9,11.55,0.8097,0.42,129.941
L0219,2026-04-08,23,ADI,CDSEM-B,S28,-5,0,0,-130.0,0.0,0.8667,0.473,130.024
L0219,2026-04-08,23,ADI,CDSEM-B,S29,-5,0,2,-120.9,-11.55,0.8097,0.527,129.148
L0219,2026-04-08,23,ADI,CDSEM-B,S30,-5,0,4,-120.9,11.55,0.8097,0.58,130.246
L0219,2026-04-08,23,ADI,CDSEM-B,S31,2,-3,0,52.0,-99.0,0.7455,0.42,130.518
L0219,2026-04-08,23,ADI,CDSEM-B,S32,2,-3,1,42.9,-110.55,0.7905,0.447,130.17
L0219,2026-04-08,23,ADI,CDSEM-B,S33,2,-3,2,61.1,-110.55,0.8421,0.473,129.272
L0219,2026-04-08,23,ADI,CDSEM-B,S34,2,-3,3,42.9,-87.45,0.6494,0.5,130.504
L0219,2026-04-08,23,ADI,CDSEM-B,S35,2,-3,4,61.1,-87.45,0.7112,0.527,129.975
L0219,2026-04-08,23,ADI,CDSEM-B,S36,-2,-3,0,-52.0,-99.0,0.7455,0.553,130.203
L0219,2026-04-08,23,ADI,CDSEM-B,S37,-2,-3,1,-61.1,-110.55,0.8421,0.58,130.25
L0219,2026-04-08,23,ADI,CDSEM-B,S38,-2,-3,2,-42.9,-110.55,0.7905,0.42,127.957
L0219,2026-04-08,23,ADI,CDSEM-B,S39,-2,-3,3,-61.1,-87.45,0.7112,0.447,132.446
L0219,2026-04-08,23,ADI,CDSEM-B,S40,-2,-3,4,-42.9,-87.45,0.6494,0.473,129.731
L0220,2026-04-08,3,ADI,CDSEM-B,S00,0,0,0,0.0,0.0,0.0,0.42,129.765
L0220,2026-04-08,3,ADI,CDSEM-B,S01,0,0,1,-9.1,-11.55,0.098,0.447,130.826
L0220,2026-04-08,3,ADI,CDSEM-B,S02,0,0,2,9.1,-11.55,0.098,0.473,129.118
L0220,2026-04-08,3,ADI,CDSEM-B,S03,0,0,3,-9.1,11.55,0.098,0.5,130.445
L0220,2026-04-08,3,ADI,CDSEM-B,S04,0,0,4,9.1,11.55,0.098,0.527,129.757
L0220,2026-04-08,3,ADI,CDSEM-B,S05,2,0,0,52.0,0.0,0.3467,0.553,131.262
L0220,2026-04-08,3,ADI,CDSEM-B,S06,2,0,1,42.9,-11.55,0.2962,0.58,129.905
L0220,2026-04-08,3,ADI,CDSEM-B,S07,2,0,2,61.1,-11.55,0.4145,0.42,127.484
L0220,2026-04-08,3,ADI,CDSEM-B,S08,2,0,3,42.9,11.55,0.2962,0.447,130.584
L0220,2026-04-08,3,ADI,CDSEM-B,S09,2,0,4,61.1,11.55,0.4145,0.473,129.848
L0220,2026-04-08,3,ADI,CDSEM-B,S10,-2,0,0,-52.0,0.0,0.3467,0.5,130.972
L0220,2026-04-08,3,ADI,CDSEM-B,S11,-2,0,1,-61.1,-11.55,0.4145,0.527,129.946
L0220,2026-04-08,3,ADI,CDSEM-B,S12,-2,0,2,-42.9,-11.55,0.2962,0.553,126.747
L0220,2026-04-08,3,ADI,CDSEM-B,S13,-2,0,3,-61.1,11.55,0.4145,0.58,130.773
L0220,2026-04-08,3,ADI,CDSEM-B,S14,-2,0,4,-42.9,11.55,0.2962,0.42,129.724
L0220,2026-04-08,3,ADI,CDSEM-B,S15,0,2,0,0.0,66.0,0.44,0.447,128.803
L0220,2026-04-08,3,ADI,CDSEM-B,S16,0,2,1,-9.1,54.45,0.368,0.473,130.423
L0220,2026-04-08,3,ADI,CDSEM-B,S17,0,2,2,9.1,54.45,0.368,0.5,128.03
L0220,2026-04-08,3,ADI,CDSEM-B,S18,0,2,3,-9.1,77.55,0.5205,0.527,130.877
L0220,2026-04-08,3,ADI,CDSEM-B,S19,0,2,4,9.1,77.55,0.5205,0.553,129.416
L0220,2026-04-08,3,ADI,CDSEM-B,S20,0,-2,0,0.0,-66.0,0.44,0.58,128.781
L0220,2026-04-08,3,ADI,CDSEM-B,S21,0,-2,1,-9.1,-77.55,0.5205,0.42,129.894
L0220,2026-04-08,3,ADI,CDSEM-B,S22,0,-2,2,9.1,-77.55,0.5205,0.447,127.649
L0220,2026-04-08,3,ADI,CDSEM-B,S23,0,-2,3,-9.1,-54.45,0.368,0.473,130.744
L0220,2026-04-08,3,ADI,CDSEM-B,S24,0,-2,4,9.1,-54.45,0.368,0.5,130.237
